ts_recv,instrument_id,raw_symbol,underlying,instrument_class,expiration,strike_price
2025-09-22 10:30:14.154786664+00:00,33565322,AAPL  260320C00250000,AAPL,C,2026-03-20,250.0
2025-09-22 10:30:14.162198792+00:00,33565325,AAPL  260320P00190000,AAPL,P,2026-03-20,190.0
2025-09-22 10:30:14.262944121+00:00,33565407,AAPL  260320C00340000,AAPL,C,2026-03-20,340.0
2025-09-22 10:30:14.335622908+00:00,33565467,AAPL  260320C00095000,AAPL,C,2026-03-20,95.0
2025-09-22 10:30:14.353174361+00:00,33565479,AAPL  260320C00090000,AAPL,C,2026-03-20,90.0
2025-09-22 10:30:14.375733420+00:00,33565500,AAPL  260918P00245000,AAPL,P,2026-09-18,245.0
2025-09-22 10:30:14.385747462+00:00,33565507,AAPL  260918P00185000,AAPL,P,2026-09-18,185.0
2025-09-22 10:30:14.385757661+00:00,33565508,AAPL  260918C00130000,AAPL,C,2026-09-18,130.0
2025-09-22 10:30:14.392799069+00:00,33565510,AAPL  260918P00260000,AAPL,P,2026-09-18,260.0
2025-09-22 10:30:14.393275717+00:00,33565511,AAPL  260918C00290000,AAPL,C,2026-09-18,290.0
2025-09-22 10:30:14.393285134+00:00,33565512,AAPL  260918P00230000,AAPL,P,2026-09-18,230.0
2025-09-22 10:30:14.395360568+00:00,33565513,AAPL  260918P00275000,AAPL,P,2026-09-18,275.0
2025-09-22 10:30:14.395366026+00:00,33565514,AAPL  260918P00215000,AAPL,P,2026-09-18,215.0
2025-09-22 10:30:14.395771390+00:00,33565515,AAPL  260918C00075000,AAPL,C,2026-09-18,75.0
2025-09-22 10:30:14.402813505+00:00,33565517,AAPL  260918P00200000,AAPL,P,2026-09-18,200.0
2025-09-22 10:30:14.402823040+00:00,33565518,AAPL  260918C00145000,AAPL,C,2026-09-18,145.0
2025-09-22 10:30:14.403298766+00:00,33565519,AAPL  260918P00170000,AAPL,P,2026-09-18,170.0
2025-09-22 10:30:14.403315376+00:00,33565520,AAPL  260918C00115000,AAPL,C,2026-09-18,115.0
2025-09-22 10:30:14.405385860+00:00,33565521,AAPL  260918P00155000,AAPL,P,2026-09-18,155.0
2025-09-22 10:30:14.405394341+00:00,33565522,AAPL  260918C00100000,AAPL,C,2026-09-18,100.0
2025-09-22 10:30:14.412837088+00:00,33565525,AAPL  260918C00085000,AAPL,C,2026-09-18,85.0
2025-09-22 10:30:14.412847011+00:00,33565526,AAPL  260918C00330000,AAPL,C,2026-09-18,330.0
2025-09-22 10:30:14.413328326+00:00,33565527,AAPL  260918C00060000,AAPL,C,2026-09-18,60.0
2025-09-22 10:30:14.415408817+00:00,33565529,AAPL  260918C00390000,AAPL,C,2026-09-18,390.0
2025-09-22 10:30:14.442918773+00:00,33565550,AAPL  260116C00305000,AAPL,C,2026-01-16,305.0
2025-09-22 10:30:14.476847950+00:00,16788345,AAPL  251219P00165000,AAPL,P,2025-12-19,165.0
2025-09-22 10:30:14.476858379+00:00,16788346,AAPL  251219P00105000,AAPL,P,2025-12-19,105.0
2025-09-22 10:30:14.479158065+00:00,16788352,AAPL  251219C00085000,AAPL,C,2025-12-19,85.0
2025-09-22 10:30:14.486871371+00:00,16788353,AAPL  251219C00185000,AAPL,C,2025-12-19,185.0
2025-09-22 10:30:14.489172455+00:00,16788359,AAPL  251219P00150000,AAPL,P,2025-12-19,150.0
2025-09-22 10:30:14.489186958+00:00,16788360,AAPL  251219C00245000,AAPL,C,2025-12-19,245.0
2025-09-22 10:30:14.499200640+00:00,16788367,AAPL  251219C00205000,AAPL,C,2025-12-19,205.0
2025-09-22 10:30:14.516953686+00:00,16788378,AAPL  251219C00030000,AAPL,C,2025-12-19,30.0
2025-09-22 10:30:14.529302199+00:00,16788392,AAPL  251219C00015000,AAPL,C,2025-12-19,15.0
2025-09-22 10:30:14.537582360+00:00,16788396,AAPL  251219C00070000,AAPL,C,2025-12-19,70.0
2025-09-22 10:30:14.547601345+00:00,16788403,AAPL  251219P00135000,AAPL,P,2025-12-19,135.0
2025-09-22 10:30:14.547611625+00:00,16788404,AAPL  251219C00230000,AAPL,C,2025-12-19,230.0
2025-09-22 10:30:14.549140748+00:00,16788405,AAPL  251219C00055000,AAPL,C,2025-12-19,55.0
2025-09-22 10:30:14.549149374+00:00,16788406,AAPL  251219P00120000,AAPL,P,2025-12-19,120.0
2025-09-22 10:30:14.557053956+00:00,16788410,AAPL  270115P00310000,AAPL,P,2027-01-15,310.0
2025-09-22 10:30:14.557624581+00:00,16788411,AAPL  251219P00290000,AAPL,P,2025-12-19,290.0
2025-09-22 10:30:14.559163673+00:00,16788413,AAPL  251219C00215000,AAPL,C,2025-12-19,215.0
2025-09-22 10:30:14.559173652+00:00,16788414,AAPL  251219C00270000,AAPL,C,2025-12-19,270.0
2025-09-22 10:30:14.567067876+00:00,16788417,AAPL  270115P00240000,AAPL,P,2027-01-15,240.0
2025-09-22 10:30:14.569427670+00:00,16788424,AAPL  270115P00210000,AAPL,P,2027-01-15,210.0
2025-09-22 10:30:14.579447170+00:00,16788431,AAPL  270115P00260000,AAPL,P,2027-01-15,260.0
2025-09-22 10:30:14.589245441+00:00,16788438,AAPL  251219C00340000,AAPL,C,2025-12-19,340.0
2025-09-22 10:30:14.606278274+00:00,33565683,AAPL  260220C00105000,AAPL,C,2026-02-20,105.0
2025-09-22 10:30:14.606288355+00:00,33565684,AAPL  260220C00180000,AAPL,C,2026-02-20,180.0
2025-09-22 10:30:14.615877028+00:00,33565690,AAPL  260220C00200000,AAPL,C,2026-02-20,200.0
2025-09-22 10:30:14.616302105+00:00,33565691,AAPL  260220C00260000,AAPL,C,2026-02-20,260.0
2025-09-22 10:30:14.616312460+00:00,33565692,AAPL  260220C00390000,AAPL,C,2026-02-20,390.0
2025-09-22 10:30:14.623369363+00:00,33565693,AAPL  260220P00120000,AAPL,P,2026-02-20,120.0
2025-09-22 10:30:14.623378979+00:00,33565694,AAPL  260220C00165000,AAPL,C,2026-02-20,165.0
2025-09-22 10:30:14.623845614+00:00,33565695,AAPL  260220C00150000,AAPL,C,2026-02-20,150.0
2025-09-22 10:30:14.623855637+00:00,33565696,AAPL  260220C00215000,AAPL,C,2026-02-20,215.0
2025-09-22 10:30:14.625894741+00:00,33565697,AAPL  260220C00185000,AAPL,C,2026-02-20,185.0
2025-09-22 10:30:14.625910188+00:00,33565698,AAPL  260220C00225000,AAPL,C,2026-02-20,225.0
2025-09-22 10:30:14.627812925+00:00,16788468,AAPL  270115C00190000,AAPL,C,2027-01-15,190.0
2025-09-22 10:30:14.633393164+00:00,33565701,AAPL  260220C00255000,AAPL,C,2026-02-20,255.0
2025-09-22 10:30:14.633403677+00:00,33565702,AAPL  260220P00215000,AAPL,P,2026-02-20,215.0
2025-09-22 10:30:14.633870367+00:00,33565703,AAPL  260220P00275000,AAPL,P,2026-02-20,275.0
2025-09-22 10:30:14.635919193+00:00,33565705,AAPL  260220P00290000,AAPL,P,2026-02-20,290.0
2025-09-22 10:30:14.637826393+00:00,16788475,AAPL  270115C00270000,AAPL,C,2027-01-15,270.0
2025-09-22 10:30:14.639359778+00:00,16788477,AAPL  270115P00180000,AAPL,P,2027-01-15,180.0
2025-09-22 10:30:14.697372808+00:00,16788521,AAPL  270115P00125000,AAPL,P,2027-01-15,125.0
2025-09-22 10:30:14.709843197+00:00,16788535,AAPL  270115P00115000,AAPL,P,2027-01-15,115.0
2025-09-22 10:30:14.737473112+00:00,16788553,AAPL  270115C00110000,AAPL,C,2027-01-15,110.0
2025-09-22 10:30:14.737483953+00:00,16788554,AAPL  270115C00035000,AAPL,C,2027-01-15,35.0
2025-09-22 10:30:14.739953916+00:00,16788560,AAPL  270115P00350000,AAPL,P,2027-01-15,350.0
2025-09-22 10:30:14.749968513+00:00,16788567,AAPL  270115C00095000,AAPL,C,2027-01-15,95.0
2025-09-22 10:30:14.749988018+00:00,16788568,AAPL  270115C00020000,AAPL,C,2027-01-15,20.0
2025-09-22 10:30:14.758138687+00:00,16788572,AAPL  270115C00160000,AAPL,C,2027-01-15,160.0
2025-09-22 10:30:14.769675514+00:00,16788581,AAPL  270115P00140000,AAPL,P,2027-01-15,140.0
2025-09-22 10:30:14.787599438+00:00,16788594,AAPL  251219C00380000,AAPL,C,2025-12-19,380.0
2025-09-22 10:30:14.797622252+00:00,16788602,AAPL  251017C00265000,AAPL,C,2025-10-17,265.0
2025-09-22 10:30:14.798238503+00:00,16788604,AAPL  270115C00440000,AAPL,C,2027-01-15,440.0
2025-09-22 10:30:14.807637358+00:00,16788609,AAPL  251017C00210000,AAPL,C,2025-10-17,210.0
2025-09-22 10:30:14.807641693+00:00,16788610,AAPL  251017C00150000,AAPL,C,2025-10-17,150.0
2025-09-22 10:30:14.808252135+00:00,16788611,AAPL  270115C00080000,AAPL,C,2027-01-15,80.0
2025-09-22 10:30:14.808267439+00:00,16788612,AAPL  270115C00005000,AAPL,C,2027-01-15,5.0
2025-09-22 10:30:14.809781357+00:00,16788614,AAPL  270115C00050000,AAPL,C,2027-01-15,50.0
2025-09-22 10:30:14.810151798+00:00,16788615,AAPL  251017P00335000,AAPL,P,2025-10-17,335.0
2025-09-22 10:30:14.810172153+00:00,16788616,AAPL  251017C00255000,AAPL,C,2025-10-17,255.0
2025-09-22 10:30:14.820185556+00:00,16788623,AAPL  251017C00195000,AAPL,C,2025-10-17,195.0
2025-09-22 10:30:14.820201105+00:00,16788624,AAPL  251017C00135000,AAPL,C,2025-10-17,135.0
2025-09-22 10:30:14.827678146+00:00,16788625,AAPL  270617C00085000,AAPL,C,2027-06-17,85.0
2025-09-22 10:30:14.827688829+00:00,16788626,AAPL  270617C00180000,AAPL,C,2027-06-17,180.0
2025-09-22 10:30:14.837702198+00:00,16788633,AAPL  270617P00110000,AAPL,P,2027-06-17,110.0
2025-09-22 10:30:14.837712909+00:00,16788634,AAPL  270617C00360000,AAPL,C,2027-06-17,360.0
2025-09-22 10:30:14.840243009+00:00,16788639,AAPL  270617C00095000,AAPL,C,2027-06-17,95.0
2025-09-22 10:30:14.840258170+00:00,16788640,AAPL  270617P00200000,AAPL,P,2027-06-17,200.0
2025-09-22 10:30:14.850271867+00:00,16788647,AAPL  270617P00115000,AAPL,P,2027-06-17,115.0
2025-09-22 10:30:14.850287593+00:00,16788648,AAPL  270617C00340000,AAPL,C,2027-06-17,340.0
2025-09-22 10:30:14.868400407+00:00,16788659,AAPL  251017C00315000,AAPL,C,2025-10-17,315.0
2025-09-22 10:30:14.868410932+00:00,16788660,AAPL  251017C00240000,AAPL,C,2025-10-17,240.0
2025-09-22 10:30:14.869914930+00:00,16788661,AAPL  251219C00265000,AAPL,C,2025-12-19,265.0
2025-09-22 10:30:14.869924614+00:00,16788662,AAPL  251017C00285000,AAPL,C,2025-10-17,285.0
2025-09-22 10:30:14.878424255+00:00,16788667,AAPL  251017C00180000,AAPL,C,2025-10-17,180.0
2025-09-22 10:30:14.879938812+00:00,16788669,AAPL  251017C00225000,AAPL,C,2025-10-17,225.0
2025-09-22 10:30:14.879948726+00:00,16788670,AAPL  251017C00165000,AAPL,C,2025-10-17,165.0
2025-09-22 10:30:14.888459627+00:00,16788676,AAPL  270617C00450000,AAPL,C,2027-06-17,450.0
2025-09-22 10:30:14.898477660+00:00,16788683,AAPL  270617P00145000,AAPL,P,2027-06-17,145.0
2025-09-22 10:30:14.898487794+00:00,16788684,AAPL  270617P00130000,AAPL,P,2027-06-17,130.0
2025-09-22 10:30:14.899986011+00:00,16788685,AAPL  270617C00065000,AAPL,C,2027-06-17,65.0
2025-09-22 10:30:14.899991333+00:00,16788686,AAPL  270617P00165000,AAPL,P,2027-06-17,165.0
2025-09-22 10:30:14.907030807+00:00,33565924,AAPL  250926C00240000,AAPL,C,2025-09-26,240.0
2025-09-22 10:30:14.908502299+00:00,16788691,AAPL  270617P00240000,AAPL,P,2027-06-17,240.0
2025-09-22 10:30:14.910010346+00:00,16788693,AAPL  270617C00420000,AAPL,C,2027-06-17,420.0
2025-09-22 10:30:14.910021451+00:00,16788694,AAPL  270617C00260000,AAPL,C,2027-06-17,260.0
2025-09-22 10:30:14.917039187+00:00,33565931,AAPL  250926P00200000,AAPL,P,2025-09-26,200.0
2025-09-22 10:30:14.924121346+00:00,33565934,AAPL  250926C00255000,AAPL,C,2025-09-26,255.0
2025-09-22 10:30:14.924592538+00:00,33565936,AAPL  250926C00225000,AAPL,C,2025-09-26,225.0
2025-09-22 10:30:14.926622241+00:00,33565938,AAPL  250926C00280000,AAPL,C,2025-09-26,280.0
2025-09-22 10:30:14.934134317+00:00,33565941,AAPL  250926P00260000,AAPL,P,2025-09-26,260.0
2025-09-22 10:30:14.934145354+00:00,33565942,AAPL  250926C00155000,AAPL,C,2025-09-26,155.0
2025-09-22 10:30:14.934605830+00:00,33565943,AAPL  250926P00185000,AAPL,P,2025-09-26,185.0
2025-09-22 10:30:14.936635774+00:00,33565945,AAPL  250926P00170000,AAPL,P,2025-09-26,170.0
2025-09-22 10:30:15.007274665+00:00,33566004,AAPL  250926C00325000,AAPL,C,2025-09-26,325.0
2025-09-22 10:30:15.008094046+00:00,16788769,AAPL  271217C00395000,AAPL,C,2027-12-17,395.0
2025-09-22 10:30:15.008099656+00:00,16788770,AAPL  271217P00260000,AAPL,P,2027-12-17,260.0
2025-09-22 10:30:15.018117620+00:00,16788777,AAPL  271217P00200000,AAPL,P,2027-12-17,200.0
2025-09-22 10:30:15.018122920+00:00,16788778,AAPL  271217P00140000,AAPL,P,2027-12-17,140.0
2025-09-22 10:30:15.020765057+00:00,16788783,AAPL  271217C00365000,AAPL,C,2027-12-17,365.0
2025-09-22 10:30:15.020778058+00:00,16788784,AAPL  271217P00245000,AAPL,P,2027-12-17,245.0
2025-09-22 10:30:15.024851356+00:00,33566016,AAPL  250926P00130000,AAPL,P,2025-09-26,130.0
2025-09-22 10:30:15.026862112+00:00,33566018,AAPL  250926P00135000,AAPL,P,2025-09-26,135.0
2025-09-22 10:30:15.028141902+00:00,16788785,AAPL  271217P00080000,AAPL,P,2027-12-17,80.0
2025-09-22 10:30:15.028147298+00:00,16788786,AAPL  271217P00285000,AAPL,P,2027-12-17,285.0
2025-09-22 10:30:15.030792691+00:00,16788791,AAPL  271217P00185000,AAPL,P,2027-12-17,185.0
2025-09-22 10:30:15.030807287+00:00,16788792,AAPL  271217P00125000,AAPL,P,2027-12-17,125.0
2025-09-22 10:30:15.034388586+00:00,33566021,AAPL  250926P00110000,AAPL,P,2025-09-26,110.0
2025-09-22 10:30:15.040821704+00:00,16788799,AAPL  271217P00065000,AAPL,P,2027-12-17,65.0
2025-09-22 10:30:15.048816139+00:00,16788804,AAPL  251017C00370000,AAPL,C,2025-10-17,370.0
2025-09-22 10:30:15.078882444+00:00,16788827,AAPL  271217C00335000,AAPL,C,2027-12-17,335.0
2025-09-22 10:30:15.078893773+00:00,16788828,AAPL  271217P00230000,AAPL,P,2027-12-17,230.0
2025-09-22 10:30:15.080395728+00:00,16788829,AAPL  271217C00425000,AAPL,C,2027-12-17,425.0
2025-09-22 10:30:15.080406132+00:00,16788830,AAPL  271217C00315000,AAPL,C,2027-12-17,315.0
2025-09-22 10:30:15.087480965+00:00,33566068,AAPL  251010C00180000,AAPL,C,2025-10-10,180.0
2025-09-22 10:30:15.088905559+00:00,16788835,AAPL  271217P00170000,AAPL,P,2027-12-17,170.0
2025-09-22 10:30:15.088916627+00:00,16788836,AAPL  271217P00110000,AAPL,P,2027-12-17,110.0
2025-09-22 10:30:15.090419164+00:00,16788837,AAPL  271217P00215000,AAPL,P,2027-12-17,215.0
2025-09-22 10:30:15.090429856+00:00,16788838,AAPL  271217P00155000,AAPL,P,2027-12-17,155.0
2025-09-22 10:30:15.097490555+00:00,33566075,AAPL  251010C00285000,AAPL,C,2025-10-10,285.0
2025-09-22 10:30:15.098935439+00:00,16788843,AAPL  271217P00050000,AAPL,P,2027-12-17,50.0
2025-09-22 10:30:15.100443514+00:00,16788845,AAPL  271217P00095000,AAPL,P,2027-12-17,95.0
2025-09-22 10:30:15.100453837+00:00,16788846,AAPL  271217P00300000,AAPL,P,2027-12-17,300.0
2025-09-22 10:30:15.104576731+00:00,33566078,AAPL  251010P00160000,AAPL,P,2025-10-10,160.0
2025-09-22 10:30:15.105042935+00:00,33566080,AAPL  251010P00195000,AAPL,P,2025-10-10,195.0
2025-09-22 10:30:15.107052615+00:00,33566082,AAPL  251010P00210000,AAPL,P,2025-10-10,210.0
2025-09-22 10:30:15.114594702+00:00,33566085,AAPL  251010P00225000,AAPL,P,2025-10-10,225.0
2025-09-22 10:30:15.114605823+00:00,33566086,AAPL  251010C00235000,AAPL,C,2025-10-10,235.0
2025-09-22 10:30:15.115055761+00:00,33566087,AAPL  251010C00265000,AAPL,C,2025-10-10,265.0
2025-09-22 10:30:15.117065860+00:00,33566089,AAPL  251010C00250000,AAPL,C,2025-10-10,250.0
2025-09-22 10:30:15.188514220+00:00,16788913,AAPL  251017P00105000,AAPL,P,2025-10-17,105.0
2025-09-22 10:30:15.207762366+00:00,33566163,AAPL  251024C00220000,AAPL,C,2025-10-24,220.0
2025-09-22 10:30:15.207777949+00:00,33566164,AAPL  251024C00275000,AAPL,C,2025-10-24,275.0
2025-09-22 10:30:15.215321116+00:00,33566168,AAPL  251024P00245000,AAPL,P,2025-10-24,245.0
2025-09-22 10:30:15.217320532+00:00,33566170,AAPL  251024C00235000,AAPL,C,2025-10-24,235.0
2025-09-22 10:30:15.224872676+00:00,33566173,AAPL  251024C00305000,AAPL,C,2025-10-24,305.0
2025-09-22 10:30:15.224883952+00:00,33566174,AAPL  251024P00175000,AAPL,P,2025-10-24,175.0
2025-09-22 10:30:15.225340025+00:00,33566175,AAPL  251024P00205000,AAPL,P,2025-10-24,205.0
2025-09-22 10:30:15.225349591+00:00,33566176,AAPL  251024C00260000,AAPL,C,2025-10-24,260.0
2025-09-22 10:30:15.227334345+00:00,33566177,AAPL  251024P00190000,AAPL,P,2025-10-24,190.0
2025-09-22 10:30:15.287963460+00:00,33566227,AAPL  251010C00140000,AAPL,C,2025-10-10,140.0
2025-09-22 10:30:15.295528320+00:00,33566232,AAPL  251010P00120000,AAPL,P,2025-10-10,120.0
2025-09-22 10:30:15.297521923+00:00,33566234,AAPL  251024P00145000,AAPL,P,2025-10-24,145.0
2025-09-22 10:30:15.298767150+00:00,16789002,AAPL  251121C00335000,AAPL,C,2025-11-21,335.0
2025-09-22 10:30:15.305074117+00:00,33566237,AAPL  251010C00325000,AAPL,C,2025-10-10,325.0
2025-09-22 10:30:15.308780879+00:00,16789009,AAPL  251121P00245000,AAPL,P,2025-11-21,245.0
2025-09-22 10:30:15.308790582+00:00,16789010,AAPL  251121P00185000,AAPL,P,2025-11-21,185.0
2025-09-22 10:30:15.311662590+00:00,16789016,AAPL  251121C00310000,AAPL,C,2025-11-21,310.0
2025-09-22 10:30:15.318803648+00:00,16789017,AAPL  251121P00125000,AAPL,P,2025-11-21,125.0
2025-09-22 10:30:15.321676486+00:00,16789023,AAPL  251121P00230000,AAPL,P,2025-11-21,230.0
2025-09-22 10:30:15.321696159+00:00,16789024,AAPL  251121P00170000,AAPL,P,2025-11-21,170.0
2025-09-22 10:30:15.327593637+00:00,33566258,AAPL  250926C00232500,AAPL,C,2025-09-26,232.5
2025-09-22 10:30:15.331709953+00:00,16789031,AAPL  251121P00115000,AAPL,P,2025-11-21,115.0
2025-09-22 10:30:15.335156775+00:00,33566261,AAPL  250926P00242500,AAPL,P,2025-09-26,242.5
2025-09-22 10:30:15.338093140+00:00,33566267,AAPL  250926P00207500,AAPL,P,2025-09-26,207.5
2025-09-22 10:30:15.355675654+00:00,33566279,AAPL  250926C00202500,AAPL,C,2025-09-26,202.5
2025-09-22 10:30:15.369600510+00:00,16789060,AAPL  251121C00285000,AAPL,C,2025-11-21,285.0
2025-09-22 10:30:15.379614823+00:00,16789067,AAPL  251121P00215000,AAPL,P,2025-11-21,215.0
2025-09-22 10:30:15.379624640+00:00,16789068,AAPL  251121P00155000,AAPL,P,2025-11-21,155.0
2025-09-22 10:30:15.381087534+00:00,16789069,AAPL  251121C00275000,AAPL,C,2025-11-21,275.0
2025-09-22 10:30:15.381098379+00:00,16789070,AAPL  251121P00200000,AAPL,P,2025-11-21,200.0
2025-09-22 10:30:15.388212456+00:00,33566307,AAPL  260618P00310000,AAPL,P,2026-06-18,310.0
2025-09-22 10:30:15.389638372+00:00,16789075,AAPL  251121C00110000,AAPL,C,2025-11-21,110.0
2025-09-22 10:30:15.391111220+00:00,16789077,AAPL  251121P00140000,AAPL,P,2025-11-21,140.0
2025-09-22 10:30:15.398992090+00:00,16789081,AAPL  260515C00340000,AAPL,C,2026-05-15,340.0
2025-09-22 10:30:15.399000738+00:00,16789082,AAPL  260515C00125000,AAPL,C,2026-05-15,125.0
2025-09-22 10:30:15.409014710+00:00,16789089,AAPL  260515P00250000,AAPL,P,2026-05-15,250.0
2025-09-22 10:30:15.409025275+00:00,16789090,AAPL  260515C00190000,AAPL,C,2026-05-15,190.0
2025-09-22 10:30:15.411946004+00:00,16789095,AAPL  260515P00045000,AAPL,P,2026-05-15,45.0
2025-09-22 10:30:15.411966914+00:00,16789096,AAPL  260515C00370000,AAPL,C,2026-05-15,370.0
2025-09-22 10:30:15.417808549+00:00,33566330,AAPL  261218P00330000,AAPL,P,2026-12-18,330.0
2025-09-22 10:30:15.418289750+00:00,33566331,AAPL  260116P00340000,AAPL,P,2026-01-16,340.0
2025-09-22 10:30:15.421979579+00:00,16789103,AAPL  260515P00280000,AAPL,P,2026-05-15,280.0
2025-09-22 10:30:15.421995913+00:00,16789104,AAPL  260515C00210000,AAPL,C,2026-05-15,210.0
2025-09-22 10:30:15.428313005+00:00,33566339,AAPL  261218P00360000,AAPL,P,2026-12-18,360.0
2025-09-22 10:30:15.445434702+00:00,33566349,AAPL  261218P00430000,AAPL,P,2026-12-18,430.0
2025-09-22 10:30:15.447875439+00:00,33566353,AAPL  260618P00360000,AAPL,P,2026-06-18,360.0
2025-09-22 10:30:15.465481759+00:00,33566365,AAPL  260320P00330000,AAPL,P,2026-03-20,330.0
2025-09-22 10:30:15.469844986+00:00,16789139,AAPL  260515P00085000,AAPL,P,2026-05-15,85.0
2025-09-22 10:30:15.469850053+00:00,16789140,AAPL  260515P00145000,AAPL,P,2026-05-15,145.0
2025-09-22 10:30:15.471313405+00:00,16789142,AAPL  260515C00100000,AAPL,C,2026-05-15,100.0
2025-09-22 10:30:15.479863677+00:00,16789147,AAPL  260515C00320000,AAPL,C,2026-05-15,320.0
2025-09-22 10:30:15.481331904+00:00,16789149,AAPL  260515C00155000,AAPL,C,2026-05-15,155.0
2025-09-22 10:30:15.481342708+00:00,16789150,AAPL  260515C00175000,AAPL,C,2026-05-15,175.0
2025-09-22 10:30:15.487981795+00:00,33566386,AAPL  260320P00340000,AAPL,P,2026-03-20,340.0
2025-09-22 10:30:15.535674888+00:00,33566422,AAPL  260918P00330000,AAPL,P,2026-09-18,330.0
2025-09-22 10:30:15.536150816+00:00,33566423,AAPL  260918P00295000,AAPL,P,2026-09-18,295.0
2025-09-22 10:30:15.538090041+00:00,33566425,AAPL  260918P00390000,AAPL,P,2026-09-18,390.0
2025-09-22 10:30:15.559362432+00:00,16789209,AAPL  260821C00240000,AAPL,C,2026-08-21,240.0
2025-09-22 10:30:15.559373084+00:00,16789210,AAPL  260821P00160000,AAPL,P,2026-08-21,160.0
2025-09-22 10:30:15.565730504+00:00,33566445,AAPL  260116P00315000,AAPL,P,2026-01-16,315.0
2025-09-22 10:30:15.569387334+00:00,16789217,AAPL  260821C00135000,AAPL,C,2026-08-21,135.0
2025-09-22 10:30:15.572439184+00:00,16789223,AAPL  260821C00270000,AAPL,C,2026-08-21,270.0
2025-09-22 10:30:15.572453764+00:00,16789224,AAPL  260821P00175000,AAPL,P,2026-08-21,175.0
2025-09-22 10:30:15.609481538+00:00,16789249,AAPL  260417C00315000,AAPL,C,2026-04-17,315.0
2025-09-22 10:30:15.609493077+00:00,16789250,AAPL  260417C00215000,AAPL,C,2026-04-17,215.0
2025-09-22 10:30:15.619511451+00:00,16789257,AAPL  260417P00250000,AAPL,P,2026-04-17,250.0
2025-09-22 10:30:15.620208012+00:00,16789260,AAPL  260821C00320000,AAPL,C,2026-08-21,320.0
2025-09-22 10:30:15.622593064+00:00,16789263,AAPL  260417C00170000,AAPL,C,2026-04-17,170.0
2025-09-22 10:30:15.622609391+00:00,16789264,AAPL  260417C00300000,AAPL,C,2026-04-17,300.0
2025-09-22 10:30:15.630221343+00:00,16789267,AAPL  260821C00300000,AAPL,C,2026-08-21,300.0
2025-09-22 10:30:15.630231776+00:00,16789268,AAPL  260821P00190000,AAPL,P,2026-08-21,190.0
2025-09-22 10:30:15.631680908+00:00,16789269,AAPL  260821C00210000,AAPL,C,2026-08-21,210.0
2025-09-22 10:30:15.631685745+00:00,16789270,AAPL  260821P00145000,AAPL,P,2026-08-21,145.0
2025-09-22 10:30:15.632621847+00:00,16789271,AAPL  260417P00275000,AAPL,P,2026-04-17,275.0
2025-09-22 10:30:15.641698651+00:00,16789277,AAPL  260821C00120000,AAPL,C,2026-08-21,120.0
2025-09-22 10:30:15.670332815+00:00,16789300,AAPL  260417P00150000,AAPL,P,2026-04-17,150.0
2025-09-22 10:30:15.678386998+00:00,33566538,AAPL  260220P00295000,AAPL,P,2026-02-20,295.0
2025-09-22 10:30:15.680345672+00:00,16789307,AAPL  260417C00185000,AAPL,C,2026-04-17,185.0
2025-09-22 10:30:15.680356597+00:00,16789308,AAPL  260417P00235000,AAPL,P,2026-04-17,235.0
2025-09-22 10:30:15.681794857+00:00,16789309,AAPL  260417P00135000,AAPL,P,2026-04-17,135.0
2025-09-22 10:30:15.681800082+00:00,16789310,AAPL  260417C00200000,AAPL,C,2026-04-17,200.0
2025-09-22 10:30:15.686003130+00:00,33566541,AAPL  260220P00340000,AAPL,P,2026-02-20,340.0
2025-09-22 10:30:15.691818744+00:00,16789317,AAPL  260417P00265000,AAPL,P,2026-04-17,265.0
2025-09-22 10:30:15.829998267+00:00,16789426,AAPL  251003P00160000,AAPL,P,2025-10-03,160.0
2025-09-22 10:30:15.840011571+00:00,16789433,AAPL  251003C00280000,AAPL,C,2025-10-03,280.0
2025-09-22 10:30:15.843289886+00:00,16789440,AAPL  251003C00180000,AAPL,C,2025-10-03,180.0
2025-09-22 10:30:15.853302792+00:00,16789447,AAPL  251003P00260000,AAPL,P,2025-10-03,260.0
2025-09-22 10:30:15.900887027+00:00,16789484,AAPL  251003C00195000,AAPL,C,2025-10-03,195.0
2025-09-22 10:30:15.902320347+00:00,16789486,AAPL  251003C00230000,AAPL,C,2025-10-03,230.0
2025-09-22 10:30:15.910899872+00:00,16789491,AAPL  251003P00245000,AAPL,P,2025-10-03,245.0
2025-09-22 10:30:15.912334078+00:00,16789493,AAPL  251003P00215000,AAPL,P,2025-10-03,215.0
2025-09-22 10:30:15.920213229+00:00,16789498,AAPL  251003C00150000,AAPL,C,2025-10-03,150.0
2025-09-22 10:30:15.933575944+00:00,16789512,AAPL  251003P00125000,AAPL,P,2025-10-03,125.0
2025-09-22 10:30:15.938965776+00:00,33566745,AAPL  250926P00305000,AAPL,P,2025-09-26,305.0
2025-09-22 10:30:15.990370225+00:00,16789554,AAPL  251031P00195000,AAPL,P,2025-10-31,195.0
2025-09-22 10:30:15.991111843+00:00,16789556,AAPL  251003C00320000,AAPL,C,2025-10-03,320.0
2025-09-22 10:30:16.000378272+00:00,16789561,AAPL  251031P00260000,AAPL,P,2025-10-31,260.0
2025-09-22 10:30:16.003797723+00:00,16789568,AAPL  251031P00170000,AAPL,P,2025-10-31,170.0
